user_id,age,monthly_income,investment_capital,investment_horizon,risk_tolerance,investment_goal,preferred_market,experience_level,liquidity_need,recommended_market,recommendation_confidence,recommendation_reason,score_deposits,score_saudi_funds,score_saudi_stocks,score_us_stocks,score_mixed
USR0187,42,13500,190000,long,high,growth,US,advanced,low,US_Stocks,0.29,high risk tolerance; long investment horizon; low liquidity need,0,0,50,93,66
USR0188,37,15000,475000,long,low,income,US,intermediate,medium,Deposits,0.0,low risk tolerance; income goal,49,49,18,32,30
USR0189,29,11500,66000,long,high,capital_preservation,US,intermediate,low,US_Stocks,0.183,high risk tolerance; long investment horizon; low liquidity need,28,16,46,71,58
USR0190,22,7000,69000,short,low,income,Saudi,beginner,high,Deposits,0.236,low risk tolerance; short investment horizon; high liquidity need,106,81,14,6,6
USR0191,33,15000,417000,medium,low,balanced,US,intermediate,medium,Saudi_Funds,0.208,low risk tolerance; medium investment horizon; medium liquidity need,35,53,16,16,42
USR0192,46,14500,68000,medium,low,income,Saudi,beginner,high,Saudi_Funds,0.024,low risk tolerance; medium investment horizon; high liquidity need,81,83,22,0,10
USR0193,40,20500,394000,medium,medium,growth,US,advanced,medium,Mixed,0.214,medium risk tolerance; medium investment horizon; medium liquidity need,0,32,38,44,56
USR0194,25,5500,96000,long,medium,balanced,Saudi,beginner,low,Mixed,0.242,medium risk tolerance; long investment horizon; low liquidity need,10,42,50,30,66
USR0195,39,15000,210000,long,low,capital_preservation,Both,intermediate,medium,Deposits,0.143,low risk tolerance; capital preservation goal,63,54,18,21,46
USR0196,41,30500,488000,long,high,growth,Saudi,intermediate,high,Saudi_Stocks,0.078,high risk tolerance; long investment horizon; growth goal,22,18,64,59,56
USR0197,29,7500,153000,medium,low,capital_preservation,Saudi,beginner,medium,Saudi_Funds,0.12,low risk tolerance; medium investment horizon; medium liquidity need,73,83,22,6,22
USR0198,39,11500,95000,long,low,income,US,beginner,low,Deposits,0.102,low risk tolerance; income goal; beginner investor,59,53,18,40,24
USR0199,38,17000,371000,medium,medium,balanced,Saudi,intermediate,low,Mixed,0.097,medium risk tolerance; medium investment horizon; low liquidity need,0,42,56,8,62
USR0200,26,10000,295000,short,low,income,Saudi,beginner,high,Deposits,0.236,low risk tolerance; short investment horizon; high liquidity need,106,81,14,6,6
USR0201,41,17500,491000,short,low,capital_preservation,Both,intermediate,high,Deposits,0.418,low risk tolerance; short investment horizon; high liquidity need,110,64,8,5,24
USR0202,43,19000,153000,short,high,balanced,Both,advanced,high,Mixed,0.266,high risk tolerance; balanced goal; advanced investor,47,31,20,40,64
USR0203,48,22500,178000,long,medium,balanced,Saudi,advanced,medium,Mixed,0.382,medium risk tolerance; long investment horizon; medium liquidity need,0,38,42,26,68
USR0204,48,27000,319000,medium,low,growth,Both,intermediate,low,Mixed,0.222,medium investment horizon; low liquidity need; growth goal,35,42,36,31,54
USR0205,24,10000,149000,medium,high,income,Both,beginner,high,Saudi_Funds,0.019,medium investment horizon; high liquidity need; income goal,46,53,28,36,52
USR0206,28,9500,156000,short,low,capital_preservation,Both,intermediate,medium,Deposits,0.273,low risk tolerance; short investment horizon; capital preservation goal,88,64,8,11,36
USR0207,43,20500,521000,short,medium,balanced,Saudi,intermediate,high,Mixed,0.04,medium risk tolerance; balanced goal; intermediate investor,47,48,40,4,50
USR0208,43,31500,153000,medium,low,income,US,intermediate,medium,Saudi_Funds,0.197,low risk tolerance; medium investment horizon; medium liquidity need,49,61,16,16,24
USR0209,43,15500,64000,medium,medium,balanced,Both,intermediate,low,Mixed,0.462,medium risk tolerance; medium investment horizon; low liquidity need,0,37,42,13,78
USR0210,65,17500,278000,medium,low,income,Saudi,intermediate,high,Deposits,0.0,low risk tolerance; high liquidity need; income goal,79,79,30,0,18
USR0211,43,24000,624000,short,low,capital_preservation,Saudi,beginner,medium,Deposits,0.173,low risk tolerance; short investment horizon; capital preservation goal,98,81,14,4,12
USR0212,49,18000,168000,medium,medium,growth,Both,intermediate,low,Mixed,0.25,medium risk tolerance; medium investment horizon; low liquidity need,0,29,54,31,72
USR0213,47,8000,193000,long,medium,growth,Saudi,beginner,low,Saudi_Stocks,0.129,medium risk tolerance; long investment horizon; low liquidity need,10,34,62,42,54
USR0214,44,22500,260000,long,high,income,US,advanced,low,US_Stocks,0.28,high risk tolerance; long investment horizon; low liquidity need,14,16,38,75,54
USR0215,34,10500,338000,short,low,income,Saudi,intermediate,high,Deposits,0.281,low risk tolerance; short investment horizon; high liquidity need,96,69,22,0,8
USR0216,45,16500,537000,long,high,growth,Saudi,intermediate,low,Saudi_Stocks,0.014,high risk tolerance; long investment horizon; low liquidity need,0,10,72,71,70
USR0217,30,12500,160000,long,high,growth,Both,advanced,medium,Mixed,0.075,high risk tolerance; long investment horizon; medium liquidity need,0,13,42,74,80
USR0218,35,14000,148000,short,low,capital_preservation,Saudi,intermediate,high,Deposits,0.373,low risk tolerance; short investment horizon; high liquidity need,110,69,22,0,8
USR0219,33,15500,256000,medium,high,growth,Both,advanced,low,Mixed,0.132,high risk tolerance; medium investment horizon; low liquidity need,0,17,48,66,76
USR0220,38,12000,131000,short,low,income,Saudi,beginner,high,Deposits,0.236,low risk tolerance; short investment horizon; high liquidity need,106,81,14,0,0
USR0221,61,28000,705000,long,medium,balanced,Both,advanced,low,Mixed,0.533,medium risk tolerance; long investment horizon; low liquidity need,8,33,36,43,92
USR0222,22,7000,211000,medium,medium,capital_preservation,Saudi,beginner,low,Saudi_Funds,0.226,medium risk tolerance; medium investment horizon; capital preservation goal,38,62,48,14,42
USR0223,44,21500,542000,long,medium,growth,US,intermediate,medium,Mixed,0.182,medium risk tolerance; long investment horizon; medium liquidity need,0,20,48,54,66
USR0224,22,9500,286000,long,high,growth,US,intermediate,medium,US_Stocks,0.16,high risk tolerance; long investment horizon; growth goal,0,8,50,81,68
USR0225,33,8500,136000,long,high,growth,Both,advanced,medium,Mixed,0.075,high risk tolerance; long investment horizon; medium liquidity need,0,13,42,74,80
USR0226,48,26500,216000,short,low,income,Saudi,intermediate,medium,Deposits,0.068,low risk tolerance; short investment horizon; income goal,74,69,22,0,14
USR0227,38,11500,314000,medium,low,income,US,beginner,medium,Saudi_Funds,0.192,low risk tolerance; medium investment horizon; medium liquidity need,59,73,8,16,16
USR0228,27,13000,193000,medium,high,growth,Saudi,intermediate,medium,Saudi_Stocks,0.0,high risk tolerance; medium investment horizon; growth goal,0,30,62,49,62
USR0229,30,12500,314000,medium,high,growth,Both,intermediate,low,Mixed,0.243,high risk tolerance; medium investment horizon; low liquidity need,0,17,56,56,74
USR0230,44,31500,375000,medium,medium,capital_preservation,Saudi,intermediate,medium,Saudi_Funds,0.172,medium risk tolerance; medium investment horizon; medium liquidity need,28,58,48,0,42
USR0231,30,10000,56000,medium,medium,income,US,advanced,low,Mixed,0.13,medium risk tolerance; medium investment horizon; low liquidity need,14,40,34,34,46
USR0232,40,13000,464000,medium,low,capital_preservation,Both,intermediate,low,Deposits,0.079,low risk tolerance; capital preservation goal,63,58,24,13,42
USR0233,38,14000,114000,medium,medium,balanced,Saudi,intermediate,medium,Mixed,0.167,medium risk tolerance; medium investment horizon; medium liquidity need,0,50,48,0,60
USR0234,31,10000,356000,medium,medium,income,Both,intermediate,medium,Mixed,0.086,medium risk tolerance; medium investment horizon; medium liquidity need,14,53,34,5,58
USR0235,59,30000,1057000,medium,medium,growth,Saudi,advanced,high,Mixed,0.071,medium risk tolerance; medium investment horizon; growth goal,30,50,52,32,56
USR0236,44,9500,277000,long,high,growth,US,intermediate,low,US_Stocks,0.229,high risk tolerance; long investment horizon; low liquidity need,0,0,58,83,64
USR0237,22,5500,136000,medium,low,capital_preservation,Saudi,beginner,low,Saudi_Funds,0.027,low risk tolerance; medium investment horizon; capital preservation goal,73,75,30,14,24
USR0238,39,10000,220000,short,low,balanced,Both,intermediate,low,Deposits,0.167,low risk tolerance; short investment horizon,60,48,16,13,50
USR0239,31,16000,505000,long,low,income,US,intermediate,low,Deposits,0.102,low risk tolerance; income goal,49,41,26,44,38
USR0240,46,32000,401000,short,low,income,Saudi,advanced,high,Deposits,0.281,low risk tolerance; short investment horizon; high liquidity need,96,69,14,10,10
USR0241,30,10500,193000,long,high,income,Saudi,intermediate,high,Saudi_Stocks,0.154,high risk tolerance; long investment horizon; intermediate investor,36,34,52,41,44
USR0242,36,12500,292000,medium,medium,income,Saudi,advanced,medium,Saudi_Funds,0.241,medium risk tolerance; medium investment horizon; medium liquidity need,14,58,40,10,44
USR0243,43,16500,273000,medium,low,balanced,Saudi,beginner,medium,Saudi_Funds,0.4,low risk tolerance; medium investment horizon; medium liquidity need,45,75,22,0,34
USR0244,46,26000,444000,short,low,capital_preservation,Both,intermediate,medium,Deposits,0.273,low risk tolerance; short investment horizon; capital preservation goal,88,64,8,5,30
USR0245,25,6500,90000,long,medium,growth,Both,advanced,low,Mixed,0.267,medium risk tolerance; long investment horizon; low liquidity need,0,17,48,63,86
USR0246,34,13500,291000,short,low,capital_preservation,US,intermediate,medium,Deposits,0.33,low risk tolerance; short investment horizon; capital preservation goal,88,59,8,16,14
USR0247,33,17000,528000,short,low,income,US,advanced,high,Deposits,0.385,low risk tolerance; short investment horizon; high liquidity need,96,59,0,30,16
USR0248,31,13500,130000,long,high,balanced,US,intermediate,medium,Mixed,0.162,high risk tolerance; long investment horizon; medium liquidity need,0,16,38,57,68
USR0249,55,22500,761000,medium,medium,income,US,advanced,medium,Saudi_Funds,0.107,medium risk tolerance; medium investment horizon; medium liquidity need,22,56,26,30,50
USR0250,42,22500,579000,short,medium,growth,Saudi,advanced,high,Deposits,0.021,short investment horizon; high liquidity need,47,40,44,32,46
USR0251,25,4000,120000,short,low,capital_preservation,Saudi,beginner,high,Deposits,0.325,low risk tolerance; short investment horizon; high liquidity need,120,81,14,6,6
USR0252,47,22500,480000,long,medium,growth,Both,intermediate,low,Mixed,0.282,medium risk tolerance; long investment horizon; low liquidity need,0,17,56,47,78
USR0253,59,18000,517000,short,low,capital_preservation,Both,advanced,high,Deposits,0.39,low risk tolerance; short investment horizon; high liquidity need,118,72,0,19,32
USR0254,48,9500,33000,long,high,growth,Both,advanced,high,US_Stocks,0.0,high risk tolerance; long investment horizon; growth goal,27,18,42,74,74
USR0255,22,9500,285000,medium,low,balanced,Saudi,beginner,medium,Saudi_Funds,0.4,low risk tolerance; medium investment horizon; medium liquidity need,45,75,22,6,40
USR0256,33,20000,86000,long,high,growth,US,intermediate,low,US_Stocks,0.229,high risk tolerance; long investment horizon; low liquidity need,0,0,58,83,64
USR0257,50,18000,582000,long,high,growth,Saudi,intermediate,low,Saudi_Stocks,0.014,high risk tolerance; long investment horizon; low liquidity need,0,10,72,71,70
USR0258,30,15500,553000,medium,medium,capital_preservation,Saudi,advanced,medium,Saudi_Funds,0.138,medium risk tolerance; medium investment horizon; medium liquidity need,28,58,40,14,50
USR0259,42,28000,355000,long,high,growth,Saudi,beginner,medium,US_Stocks,0.051,high risk tolerance; long investment horizon; growth goal,10,30,56,59,54
USR0260,45,27000,268000,long,medium,growth,Both,advanced,medium,Mixed,0.372,medium risk tolerance; long investment horizon; medium liquidity need,0,25,40,49,78
USR0261,28,18000,508000,medium,medium,income,Saudi,advanced,medium,Saudi_Funds,0.034,medium risk tolerance; medium investment horizon; medium liquidity need,14,58,40,20,56
USR0262,37,18000,204000,long,high,income,Saudi,intermediate,low,Saudi_Stocks,0.133,high risk tolerance; long investment horizon; low liquidity need,14,26,60,49,52
USR0263,22,8000,252000,short,medium,balanced,Saudi,intermediate,medium,Mixed,0.143,medium risk tolerance; medium liquidity need; balanced goal,25,48,40,6,56
USR0264,27,5500,35000,medium,medium,balanced,Both,intermediate,medium,Mixed,0.39,medium risk tolerance; medium investment horizon; medium liquidity need,5,50,34,11,82
USR0265,35,12000,85000,short,low,income,Both,beginner,high,Deposits,0.283,low risk tolerance; short investment horizon; high liquidity need,106,76,0,5,16
USR0266,25,6500,229000,medium,medium,balanced,Saudi,intermediate,high,Mixed,0.167,medium risk tolerance; medium investment horizon; balanced goal,22,50,48,6,60
USR0267,54,44000,1110000,short,low,growth,US,intermediate,medium,Deposits,0.283,low risk tolerance; short investment horizon,60,43,20,38,32
USR0268,23,7500,232000,short,low,capital_preservation,Saudi,beginner,high,Deposits,0.325,low risk tolerance; short investment horizon; high liquidity need,120,81,14,6,6
USR0269,33,12500,171000,medium,high,growth,Saudi,intermediate,low,Saudi_Stocks,0.171,high risk tolerance; medium investment horizon; low liquidity need,0,22,70,51,58
USR0270,39,17500,443000,long,high,balanced,Saudi,intermediate,low,Mixed,0.143,high risk tolerance; long investment horizon; low liquidity need,0,18,60,49,70
USR0271,52,20000,452000,medium,medium,income,US,intermediate,low,Mixed,0.045,medium risk tolerance; medium investment horizon; low liquidity need,14,40,42,24,44
USR0272,23,15000,343000,medium,medium,income,Saudi,intermediate,low,Saudi_Stocks,0.107,medium risk tolerance; medium investment horizon; low liquidity need,14,50,56,14,50
USR0273,49,15000,382000,medium,high,growth,US,advanced,medium,US_Stocks,0.159,high risk tolerance; growth goal; advanced investor,0,20,40,69,58
USR0274,38,15000,329000,long,high,growth,Both,advanced,low,US_Stocks,0.0,high risk tolerance; long investment horizon; low liquidity need,0,5,50,82,82
USR0275,28,8000,137000,medium,low,capital_preservation,Saudi,beginner,low,Saudi_Funds,0.027,low risk tolerance; medium investment horizon; capital preservation goal,73,75,30,14,24
USR0276,42,10000,121000,medium,low,income,Both,intermediate,medium,Saudi_Funds,0.258,low risk tolerance; medium investment horizon; medium liquidity need,49,66,16,5,40
USR0277,39,11500,326000,long,high,balanced,US,intermediate,low,Mixed,0.071,high risk tolerance; long investment horizon; low liquidity need,0,8,46,65,70
USR0278,31,11000,115000,medium,low,capital_preservation,US,intermediate,medium,Deposits,0.032,low risk tolerance; capital preservation goal,63,61,16,16,24
USR0279,38,12000,310000,short,medium,capital_preservation,Saudi,beginner,medium,Saudi_Funds,0.074,medium risk tolerance; short investment horizon; medium liquidity need,63,68,32,0,24
USR0280,34,10000,106000,long,high,growth,US,intermediate,low,US_Stocks,0.229,high risk tolerance; long investment horizon; low liquidity need,0,0,58,83,64
